match_id,inning,batting_team,bowling_team,over,ball,batsman,bowler,non_striker,runs_of_bat,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,15,5,GJ Maxwell,MA Wood,F du Plessis,0,0,0,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,15,6,GJ Maxwell,MA Wood,F du Plessis,1,0,1,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,15,7,F du Plessis,MA Wood,GJ Maxwell,0,0,0,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,16,1,GJ Maxwell,Avesh Khan,F du Plessis,6,0,6,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,16,2,GJ Maxwell,Avesh Khan,F du Plessis,2,0,2,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,16,3,GJ Maxwell,Avesh Khan,F du Plessis,1,0,1,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,16,4,F du Plessis,Avesh Khan,GJ Maxwell,1,0,1,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,16,5,GJ Maxwell,Avesh Khan,F du Plessis,4,0,4,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,16,6,GJ Maxwell,Avesh Khan,F du Plessis,0,0,0,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,17,1,F du Plessis,JD Unadkat,GJ Maxwell,1,0,1,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,17,2,GJ Maxwell,JD Unadkat,F du Plessis,4,0,4,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,17,3,GJ Maxwell,JD Unadkat,F du Plessis,1,0,1,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,17,4,F du Plessis,JD Unadkat,GJ Maxwell,6,0,6,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,17,5,F du Plessis,JD Unadkat,GJ Maxwell,6,0,6,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,17,6,F du Plessis,JD Unadkat,GJ Maxwell,0,1,1,wides,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,17,7,F du Plessis,JD Unadkat,GJ Maxwell,4,0,4,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,18,1,GJ Maxwell,Avesh Khan,F du Plessis,6,0,6,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,18,2,GJ Maxwell,Avesh Khan,F du Plessis,6,0,6,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,18,3,GJ Maxwell,Avesh Khan,F du Plessis,1,0,1,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,18,4,F du Plessis,Avesh Khan,GJ Maxwell,4,0,4,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,18,5,F du Plessis,Avesh Khan,GJ Maxwell,2,0,2,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,18,6,F du Plessis,Avesh Khan,GJ Maxwell,1,0,1,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,19,1,F du Plessis,MA Wood,GJ Maxwell,1,0,1,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,19,2,GJ Maxwell,MA Wood,F du Plessis,0,0,0,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,19,3,GJ Maxwell,MA Wood,F du Plessis,0,0,0,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,19,4,GJ Maxwell,MA Wood,F du Plessis,0,1,1,wides,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,19,5,GJ Maxwell,MA Wood,F du Plessis,6,0,6,,0,,,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,19,6,GJ Maxwell,MA Wood,F du Plessis,0,0,0,,1,GJ Maxwell,bowled,
1359489,1,Royal Challengers Bangalore,Lucknow Super Giants,19,7,KD Karthik,MA Wood,F du Plessis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,0,1,KR Mayers,Mohammed Siraj,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,0,2,KR Mayers,Mohammed Siraj,KL Rahul,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,0,3,KR Mayers,Mohammed Siraj,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,0,4,KR Mayers,Mohammed Siraj,KL Rahul,0,0,0,,1,KR Mayers,bowled,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,0,5,DJ Hooda,Mohammed Siraj,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,0,6,DJ Hooda,Mohammed Siraj,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,0,7,DJ Hooda,Mohammed Siraj,KL Rahul,0,4,4,legbyes,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,1,1,KL Rahul,DJ Willey,DJ Hooda,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,1,2,KL Rahul,DJ Willey,DJ Hooda,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,1,3,DJ Hooda,DJ Willey,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,1,4,KL Rahul,DJ Willey,DJ Hooda,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,1,5,DJ Hooda,DJ Willey,KL Rahul,2,0,2,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,1,6,DJ Hooda,DJ Willey,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,2,1,KL Rahul,Mohammed Siraj,DJ Hooda,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,2,2,KL Rahul,Mohammed Siraj,DJ Hooda,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,2,3,DJ Hooda,Mohammed Siraj,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,2,4,KL Rahul,Mohammed Siraj,DJ Hooda,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,2,5,KL Rahul,Mohammed Siraj,DJ Hooda,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,2,6,KL Rahul,Mohammed Siraj,DJ Hooda,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,3,1,DJ Hooda,WD Parnell,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,3,2,KL Rahul,WD Parnell,DJ Hooda,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,3,3,DJ Hooda,WD Parnell,KL Rahul,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,3,4,DJ Hooda,WD Parnell,KL Rahul,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,3,5,DJ Hooda,WD Parnell,KL Rahul,0,0,0,,1,DJ Hooda,caught,KD Karthik
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,3,6,KH Pandya,WD Parnell,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,3,7,KH Pandya,WD Parnell,KL Rahul,0,0,0,,1,KH Pandya,caught,KD Karthik
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,4,1,KL Rahul,DJ Willey,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,4,2,MP Stoinis,DJ Willey,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,4,3,MP Stoinis,DJ Willey,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,4,4,MP Stoinis,DJ Willey,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,4,5,MP Stoinis,DJ Willey,KL Rahul,2,0,2,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,4,6,MP Stoinis,DJ Willey,KL Rahul,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,5,1,KL Rahul,WD Parnell,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,5,2,MP Stoinis,WD Parnell,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,5,3,KL Rahul,WD Parnell,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,5,4,MP Stoinis,WD Parnell,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,5,5,MP Stoinis,WD Parnell,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,5,6,MP Stoinis,WD Parnell,KL Rahul,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,6,1,KL Rahul,DJ Willey,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,6,2,MP Stoinis,DJ Willey,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,6,3,KL Rahul,DJ Willey,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,6,4,MP Stoinis,DJ Willey,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,6,5,KL Rahul,DJ Willey,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,6,6,MP Stoinis,DJ Willey,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,7,1,MP Stoinis,HV Patel,KL Rahul,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,7,2,MP Stoinis,HV Patel,KL Rahul,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,7,3,MP Stoinis,HV Patel,KL Rahul,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,7,4,MP Stoinis,HV Patel,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,7,5,MP Stoinis,HV Patel,KL Rahul,2,0,2,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,7,6,MP Stoinis,HV Patel,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,8,1,MP Stoinis,KV Sharma,KL Rahul,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,8,2,MP Stoinis,KV Sharma,KL Rahul,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,8,3,MP Stoinis,KV Sharma,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,8,4,KL Rahul,KV Sharma,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,8,5,MP Stoinis,KV Sharma,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,8,6,MP Stoinis,KV Sharma,KL Rahul,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,9,1,KL Rahul,Shahbaz Ahmed,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,9,2,MP Stoinis,Shahbaz Ahmed,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,9,3,MP Stoinis,Shahbaz Ahmed,KL Rahul,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,9,4,MP Stoinis,Shahbaz Ahmed,KL Rahul,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,9,5,KL Rahul,Shahbaz Ahmed,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,9,6,MP Stoinis,Shahbaz Ahmed,KL Rahul,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,10,1,KL Rahul,KV Sharma,MP Stoinis,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,10,2,MP Stoinis,KV Sharma,KL Rahul,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,10,3,MP Stoinis,KV Sharma,KL Rahul,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,10,4,MP Stoinis,KV Sharma,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,10,5,MP Stoinis,KV Sharma,KL Rahul,0,0,0,,1,MP Stoinis,caught,Shahbaz Ahmed
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,10,6,N Pooran,KV Sharma,KL Rahul,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,10,7,N Pooran,KV Sharma,KL Rahul,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,11,1,KL Rahul,Mohammed Siraj,N Pooran,0,0,0,,1,KL Rahul,caught,V Kohli
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,11,2,A Badoni,Mohammed Siraj,N Pooran,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,11,3,A Badoni,Mohammed Siraj,N Pooran,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,11,4,A Badoni,Mohammed Siraj,N Pooran,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,11,5,N Pooran,Mohammed Siraj,A Badoni,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,11,6,N Pooran,Mohammed Siraj,A Badoni,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,11,7,N Pooran,Mohammed Siraj,A Badoni,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,11,8,N Pooran,Mohammed Siraj,A Badoni,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,12,1,A Badoni,KV Sharma,N Pooran,0,2,2,legbyes,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,12,2,A Badoni,KV Sharma,N Pooran,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,12,3,A Badoni,KV Sharma,N Pooran,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,12,4,N Pooran,KV Sharma,A Badoni,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,12,5,N Pooran,KV Sharma,A Badoni,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,12,6,N Pooran,KV Sharma,A Badoni,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,13,1,N Pooran,HV Patel,A Badoni,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,13,2,N Pooran,HV Patel,A Badoni,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,13,3,A Badoni,HV Patel,N Pooran,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,13,4,A Badoni,HV Patel,N Pooran,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,13,5,N Pooran,HV Patel,A Badoni,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,13,6,N Pooran,HV Patel,A Badoni,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,14,1,A Badoni,WD Parnell,N Pooran,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,14,2,N Pooran,WD Parnell,A Badoni,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,14,3,N Pooran,WD Parnell,A Badoni,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,14,4,A Badoni,WD Parnell,N Pooran,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,14,5,N Pooran,WD Parnell,A Badoni,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,14,6,N Pooran,WD Parnell,A Badoni,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,15,1,A Badoni,DJ Willey,N Pooran,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,15,2,A Badoni,DJ Willey,N Pooran,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,15,3,A Badoni,DJ Willey,N Pooran,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,15,4,N Pooran,DJ Willey,A Badoni,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,15,5,A Badoni,DJ Willey,N Pooran,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,15,6,A Badoni,DJ Willey,N Pooran,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,15,7,N Pooran,DJ Willey,A Badoni,6,0,6,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,16,1,A Badoni,Mohammed Siraj,N Pooran,2,0,2,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,16,2,A Badoni,Mohammed Siraj,N Pooran,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,16,3,A Badoni,Mohammed Siraj,N Pooran,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,16,4,A Badoni,Mohammed Siraj,N Pooran,0,0,0,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,16,5,A Badoni,Mohammed Siraj,N Pooran,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,16,6,A Badoni,Mohammed Siraj,N Pooran,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,16,7,N Pooran,Mohammed Siraj,A Badoni,0,0,0,,1,N Pooran,caught,Shahbaz Ahmed
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,17,1,A Badoni,HV Patel,JD Unadkat,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,17,2,JD Unadkat,HV Patel,A Badoni,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,17,3,JD Unadkat,HV Patel,A Badoni,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,17,4,A Badoni,HV Patel,JD Unadkat,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,17,5,JD Unadkat,HV Patel,A Badoni,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,17,6,A Badoni,HV Patel,JD Unadkat,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,18,1,A Badoni,WD Parnell,JD Unadkat,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,18,2,A Badoni,WD Parnell,JD Unadkat,0,1,1,wides,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,18,3,A Badoni,WD Parnell,JD Unadkat,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,18,4,JD Unadkat,WD Parnell,A Badoni,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,18,5,A Badoni,WD Parnell,JD Unadkat,4,0,4,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,18,6,A Badoni,WD Parnell,JD Unadkat,0,0,0,,1,A Badoni,hit wicket,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,18,7,MA Wood,WD Parnell,JD Unadkat,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,18,8,JD Unadkat,WD Parnell,MA Wood,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,19,1,JD Unadkat,HV Patel,MA Wood,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,19,2,MA Wood,HV Patel,JD Unadkat,0,0,0,,1,MA Wood,bowled,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,19,3,Ravi Bishnoi,HV Patel,JD Unadkat,2,0,2,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,19,4,Ravi Bishnoi,HV Patel,JD Unadkat,1,0,1,,0,,,
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,19,5,JD Unadkat,HV Patel,Ravi Bishnoi,0,0,0,,1,JD Unadkat,caught,F du Plessis
1359489,2,Lucknow Super Giants,Royal Challengers Bangalore,19,6,Avesh Khan,HV Patel,Ravi Bishnoi,0,1,1,byes,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,0,1,DA Warner,JP Behrendorff,PP Shaw,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,0,2,DA Warner,JP Behrendorff,PP Shaw,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,0,3,PP Shaw,JP Behrendorff,DA Warner,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,0,4,PP Shaw,JP Behrendorff,DA Warner,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,0,5,DA Warner,JP Behrendorff,PP Shaw,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,0,6,DA Warner,JP Behrendorff,PP Shaw,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,1,1,DA Warner,Arshad Khan,PP Shaw,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,1,2,DA Warner,Arshad Khan,PP Shaw,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,1,3,DA Warner,Arshad Khan,PP Shaw,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,1,4,PP Shaw,Arshad Khan,DA Warner,0,1,1,wides,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,1,5,PP Shaw,Arshad Khan,DA Warner,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,1,6,DA Warner,Arshad Khan,PP Shaw,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,1,7,PP Shaw,Arshad Khan,DA Warner,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,2,1,DA Warner,C Green,PP Shaw,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,2,2,DA Warner,C Green,PP Shaw,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,2,3,PP Shaw,C Green,DA Warner,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,2,4,PP Shaw,C Green,DA Warner,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,2,5,DA Warner,C Green,PP Shaw,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,2,6,DA Warner,C Green,PP Shaw,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,3,1,PP Shaw,HR Shokeen,DA Warner,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,3,2,PP Shaw,HR Shokeen,DA Warner,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,3,3,PP Shaw,HR Shokeen,DA Warner,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,3,4,PP Shaw,HR Shokeen,DA Warner,0,0,0,,1,PP Shaw,caught,C Green
1359490,1,Delhi Capitals,Mumbai Indians,3,5,MK Pandey,HR Shokeen,DA Warner,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,3,6,MK Pandey,HR Shokeen,DA Warner,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,4,1,MK Pandey,RP Meredith,DA Warner,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,4,2,MK Pandey,RP Meredith,DA Warner,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,4,3,MK Pandey,RP Meredith,DA Warner,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,4,4,MK Pandey,RP Meredith,DA Warner,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,4,5,MK Pandey,RP Meredith,DA Warner,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,4,6,MK Pandey,RP Meredith,DA Warner,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,5,1,DA Warner,HR Shokeen,MK Pandey,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,5,2,DA Warner,HR Shokeen,MK Pandey,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,5,3,DA Warner,HR Shokeen,MK Pandey,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,5,4,DA Warner,HR Shokeen,MK Pandey,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,5,5,MK Pandey,HR Shokeen,DA Warner,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,5,6,MK Pandey,HR Shokeen,DA Warner,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,6,1,DA Warner,PP Chawla,MK Pandey,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,6,2,MK Pandey,PP Chawla,DA Warner,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,6,3,DA Warner,PP Chawla,MK Pandey,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,6,4,MK Pandey,PP Chawla,DA Warner,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,6,5,DA Warner,PP Chawla,MK Pandey,4,0,4,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,6,6,DA Warner,PP Chawla,MK Pandey,0,0,0,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,7,1,MK Pandey,HR Shokeen,DA Warner,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,7,2,DA Warner,HR Shokeen,MK Pandey,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,7,3,MK Pandey,HR Shokeen,DA Warner,1,1,2,noballs,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,7,4,DA Warner,HR Shokeen,MK Pandey,1,0,1,,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,7,5,MK Pandey,HR Shokeen,DA Warner,0,5,5,wides,0,,,
1359490,1,Delhi Capitals,Mumbai Indians,7,6,MK Pandey,HR Shokeen,DA Warner,4,0,4,,0,,,
